	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
NFKB1	6.8324414588167e-44	0.668245111518102	0.833	0.714	1.36648829176334e-40	MP	NFKB1
GADD45G1	1.76293147537558e-43	0.392782356245588	0.684	0.691	3.52586295075116e-40	MP	GADD45G
ARL4A1	5.08675426756121e-43	0.611178452043505	0.923	0.919	1.01735085351224e-39	MP	ARL4A
USP51	1.14815609866267e-42	0.28232129617617	0.823	0.724	2.29631219732534e-39	MP	USP51
INSR1	2.45231612811089e-42	0.27351737413127	0.504	0.53	4.90463225622177e-39	MP	INSR
UBASH3B	2.60392734731005e-42	0.261786934118953	0.65	0.673	5.2078546946201e-39	MP	UBASH3B
SLC4A7	1.66073957425835e-41	0.458687611884261	0.842	0.684	3.32147914851669e-38	MP	SLC4A7
BAG31	7.64557081761861e-41	0.370304614243531	0.54	0.595	1.52911416352372e-37	MP	BAG3
HSPH1	1.37638113314417e-39	0.735245134718643	0.871	0.763	2.75276226628834e-36	MP	HSPH1
RIPK2	7.50664503200189e-39	0.361059841175243	0.644	0.608	1.50132900640038e-35	MP	RIPK2
SERPINB1	8.74804109280309e-39	0.578927992095193	0.899	0.845	1.74960821856062e-35	MP	SERPINB1
TNFRSF1B	1.39389997535264e-38	0.49854865337008	0.959	0.873	2.78779995070529e-35	MP	TNFRSF1B
BEX4	2.49523358771576e-38	0.382445205641299	0.791	0.711	4.99046717543151e-35	MP	BEX4
IQGAP2	4.59077235922965e-37	0.532681767197879	0.896	0.781	9.18154471845929e-34	MP	IQGAP2
AC103591.3	3.16205545715716e-36	0.396740655868046	0.846	0.645	6.32411091431433e-33	MP	AC103591.3
GTF2B	4.47853127017025e-36	0.393905716315037	0.957	0.822	8.9570625403405e-33	MP	GTF2B
MTHFD2	5.04098920938556e-36	0.401128625263099	0.764	0.707	1.00819784187711e-32	MP	MTHFD2
YWHAH	2.98229632665627e-35	0.595443510287592	0.838	0.718	5.96459265331255e-32	MP	YWHAH
SUSD3	5.42651754537951e-35	0.269579001371492	0.85	0.71	1.0853035090759e-31	MP	SUSD3
HCLS1	8.41504192126315e-35	0.477032760518919	0.894	0.824	1.68300838425263e-31	MP	HCLS1
YPEL2	2.19685303269207e-34	0.288463224585924	0.803	0.743	4.39370606538414e-31	MP	YPEL2
FAM49B	2.48673526008265e-34	0.394650776623631	0.86	0.855	4.97347052016529e-31	MP	FAM49B
SYNGR2	1.08188145669431e-33	0.434067482075672	0.785	0.647	2.16376291338862e-30	MP	SYNGR2
LAT2	1.74535777279082e-33	0.273651503765037	0.738	0.56	3.49071554558164e-30	MP	LAT2
GSTP11	2.34078343429761e-33	0.501752806861694	0.935	0.863	4.68156686859522e-30	MP	GSTP1
CASP10	2.69907251583273e-33	0.283010739678732	0.664	0.525	5.39814503166546e-30	MP	CASP10
REL	3.5595552979016e-33	0.50777074836769	0.985	0.939	7.1191105958032e-30	MP	REL
NFKBID	7.7930965409897e-30	0.339227943802651	0.805	0.828	1.55861930819794e-26	MP	NFKBID
BCL31	1.96806185095943e-29	0.343474483837264	0.786	0.699	3.93612370191885e-26	MP	BCL3
ABHD5	4.38547100779919e-29	0.36290465501101	0.914	0.778	8.77094201559838e-26	MP	ABHD5
PLIN2	6.73938330451767e-29	0.411786726535724	0.777	0.806	1.34787666090353e-25	MP	PLIN2
HBA2	7.13169501532461e-28	1.22019361391749	0.621	0.401	1.42633900306492e-24	MP	HBA2
KCNQ1OT11	2.01725124303515e-27	0.399700183301757	0.874	0.717	4.0345024860703e-24	MP	KCNQ1OT1
IMPDH21	2.10542445088332e-27	0.2964000697263	0.803	0.63	4.21084890176664e-24	MP	IMPDH2
ELMO1	2.5855356862131e-27	0.351098244616724	0.71	0.729	5.1710713724262e-24	MP	ELMO1
HMGN3	1.62148029349292e-25	0.369587153026294	0.853	0.766	3.24296058698584e-22	MP	HMGN3
NFKBIZ1	2.31382822517069e-25	0.561849041106942	0.955	0.889	4.62765645034139e-22	MP	NFKBIZ
DNPH1	1.4121748617266e-24	0.261873427641855	0.688	0.596	2.82434972345319e-21	MP	DNPH1
ITPRIP	6.69982801087636e-23	0.307774549186911	0.705	0.644	1.33996560217527e-19	MP	ITPRIP
PTGER41	6.50967321222723e-22	0.294483026188016	0.966	0.878	1.30193464244544e-18	MP	PTGER4
FABP5	7.38113898680799e-22	0.305384582278419	0.478	0.578	1.4762277973616e-18	MP	FABP5
CYP1B11	1.15605779272829e-21	0.416391293789165	0.488	0.509	2.31211558545657e-18	MP	CYP1B1
ATP2B1	7.78173553121229e-21	0.33795211751435	0.894	0.905	1.55634710624246e-17	MP	ATP2B1
TWISTNB	7.970576686737e-21	0.290841053239526	0.87	0.737	1.5941153373474e-17	MP	TWISTNB
PKM	9.85380979210138e-21	0.300694993370912	0.925	0.818	1.97076195842028e-17	MP	PKM
TMEM107	3.06465398843183e-20	0.420115509596547	0.847	0.751	6.12930797686366e-17	MP	TMEM107
SAMSN11	9.5788844828713e-20	0.399350270341607	0.971	0.91	1.91577689657426e-16	MP	SAMSN1
LPP1	5.06441537146077e-19	0.323187645074226	0.866	0.806	1.01288307429215e-15	MP	LPP
UQCR10	6.05922019462323e-19	0.381526451134543	0.865	0.747	1.21184403892465e-15	MP	UQCR10
EVI2B	1.03154248987715e-17	0.398791976424623	0.928	0.86	2.06308497975429e-14	MP	EVI2B
TMSB10	4.18631270546053e-15	0.398993033509858	0.977	0.985	8.37262541092106e-12	MP	TMSB10
IFI16	1.19949328196432e-14	0.254561606051386	0.982	0.939	2.39898656392863e-11	MP	IFI16
LRRFIP1	2.77766921005104e-13	0.27903722094413	0.944	0.887	5.55533842010209e-10	MP	LRRFIP1
COTL1	3.63116876834499e-13	0.44735860515945	0.883	0.811	7.26233753668999e-10	MP	COTL1
SYAP1	4.02512091773514e-12	0.331838953275152	0.851	0.809	8.05024183547027e-09	MP	SYAP1
MT2A1	1.44840232114807e-09	0.7292307000178	0.776	0.698	2.89680464229614e-06	MP	MT2A
BANK1	0	2.49338740136471	0.958	0.826	0	B/P	BANK1
COBLL1	0	1.74552122291652	0.994	0.838	0	B/P	COBLL1
ARHGAP24	2.45209892649614e-251	2.31907813922629	0.972	0.636	4.90419785299229e-248	B/P	ARHGAP24
CD24	1.00834269736193e-231	1.86403479768801	0.922	0.648	2.01668539472386e-228	B/P	CD24
IGHA1	1.50658959950484e-221	3.53096205135065	0.905	0.847	3.01317919900968e-218	B/P	IGHA1
JCHAIN	6.42472319775260e-204	7.05424996396031	0.776	0.899	1.28494463955052e-200	B/P	JCHAIN
SWAP70	1.37093074991087e-177	1.73125379338803	0.98	0.726	2.74186149982173e-174	B/P	SWAP70
MACROD2	9.98109079873997e-164	0.409932241926331	0.93	0.336	1.99621815974799e-160	B/P	MACROD2
MARCH11	5.87253786900824e-162	1.51353039553089	0.992	0.695	1.17450757380165e-158	B/P	MARCH1
CD37	6.04143418983282e-153	2.2505554802755	0.992	0.903	1.20828683796656e-149	B/P	CD37
POU2F2	1.80999550654621e-146	1.6628672865128	0.919	0.648	3.61999101309243e-143	B/P	POU2F2
WDFY4	6.08259227991043e-143	0.746390392375241	0.958	0.693	1.21651845598209e-139	B/P	WDFY4
BIRC3	6.31289748147819e-139	1.84066762025465	0.941	0.906	1.26257949629564e-135	B/P	BIRC3
IFT57	5.30476558961692e-138	1.43399987757519	0.941	0.758	1.06095311792338e-134	B/P	IFT57
PIM2	1.96563230022724e-132	1.06417175137631	0.983	0.822	3.93126460045448e-129	B/P	PIM2
CD82	8.23413536698514e-123	1.29197707029938	0.899	0.643	1.64682707339703e-119	B/P	CD82
PIM1	6.45990340426882e-120	1.05019797436204	0.961	0.734	1.29198068085376e-116	B/P	PIM1
CD22	3.90620411392069e-115	0.63178248817358	0.866	0.614	7.81240822784138e-112	B/P	CD22
TMEM154	4.42108037740634e-113	0.869669934035922	0.961	0.757	8.84216075481268e-110	B/P	TMEM154
RIPOR2	9.9431545925806e-96	1.22134643901024	0.966	0.797	1.98863091851612e-92	B/P	RIPOR2
USP6NL	9.34524284544505e-89	0.526187919330256	0.933	0.735	1.86904856908901e-85	B/P	USP6NL
LYN1	9.41329342290923e-87	1.33788464707267	0.941	0.679	1.88265868458185e-83	B/P	LYN
WEE11	2.07543454454805e-82	0.997359841774122	0.882	0.648	4.1508690890961e-79	B/P	WEE1
IL2RA	1.61161713539974e-81	0.662051235729824	0.989	0.822	3.22323427079948e-78	B/P	IL2RA
MAPK10	8.64463739111216e-78	0.274999308488385	0.936	0.512	1.72892747822243e-74	B/P	MAPK10
CTSH1	4.7861256105495e-77	1.05321764682312	0.972	0.695	9.57225122109901e-74	B/P	CTSH
CXXC5	2.0197611465273e-76	0.73709141516402	0.863	0.69	4.0395222930546e-73	B/P	CXXC5
ANKRD33B	2.63087210715509e-76	0.475266241887139	0.863	0.512	5.26174421431018e-73	B/P	ANKRD33B
PLCG2	7.10707470310105e-76	0.686695648751213	0.843	0.608	1.42141494062021e-72	B/P	PLCG2
SEC11C	1.47598409299114e-71	0.928636513662	0.555	0.763	2.95196818598229e-68	B/P	SEC11C
CD551	2.54595849703985e-70	1.36265244815936	0.964	0.832	5.0919169940797e-67	B/P	CD55
ISG201	1.04175560836315e-69	1.29500757327234	0.978	0.689	2.0835112167263e-66	B/P	ISG20
MTSS11	1.35415357446213e-68	0.980671356473553	0.98	0.726	2.70830714892425e-65	B/P	MTSS1
SYNGR21	8.11487854749302e-67	0.946970258069298	0.754	0.677	1.6229757094986e-63	B/P	SYNGR2
SEL1L3	1.89181475119395e-65	0.727334068076585	0.91	0.818	3.78362950238789e-62	B/P	SEL1L3
HLA-DQB11	5.83020752335495e-64	1.22206321576878	0.95	0.671	1.16604150467099e-60	B/P	HLA-DQB1
CD741	2.4722450808308e-63	0.92503718297446	0.997	0.868	4.94449016166159e-60	B/P	CD74
FBXW7	6.60869788219751e-63	0.817170486906067	0.986	0.799	1.3217395764395e-59	B/P	FBXW7
BASP11	3.4777294498319e-60	1.1069014319537	0.824	0.663	6.9554588996638e-57	B/P	BASP1
PLEKHG1	4.68483884335209e-60	0.443663389956061	0.891	0.744	9.36967768670418e-57	B/P	PLEKHG1
PDLIM11	6.74048898249388e-60	0.763113143004096	0.843	0.644	1.34809779649878e-56	B/P	PDLIM1
CYB5A	9.68504712852744e-60	0.652694454541838	0.952	0.671	1.93700942570549e-56	B/P	CYB5A
EAF21	3.97937063032831e-59	0.26029163684609	0.633	0.872	7.95874126065662e-56	B/P	EAF2
AP1S3	2.14354245489711e-58	0.459366797107611	0.857	0.676	4.28708490979421e-55	B/P	AP1S3
CD200	6.69750775235186e-57	0.280380185552085	0.804	0.472	1.33950155047037e-53	B/P	CD200
LTB1	4.21358493833774e-56	1.37336145659338	0.927	0.897	8.42716987667548e-53	B/P	LTB
NFKBID1	1.20397570752311e-52	1.04243831479971	0.952	0.804	2.40795141504623e-49	B/P	NFKBID
MEF2C1	8.55087526524373e-52	0.771299791078888	0.95	0.629	1.71017505304875e-48	B/P	MEF2C
MID1IP1	1.43859377288121e-51	0.412031533369246	0.972	0.748	2.87718754576242e-48	B/P	MID1IP1
HLA-DMB1	2.90422388565115e-49	0.916992060784567	0.994	0.801	5.8084477713023e-46	B/P	HLA-DMB
HLA-DPB11	2.78992037828424e-48	0.976642080636913	0.992	0.822	5.57984075656847e-45	B/P	HLA-DPB1
HLA-DRA1	1.43787642501335e-47	0.746165357344872	0.983	0.871	2.87575285002671e-44	B/P	HLA-DRA
ATF7IP2	6.25815246480924e-46	0.598700025990172	0.927	0.698	1.25163049296185e-42	B/P	ATF7IP2
MARCKS1	3.87269640093954e-45	0.974298201951303	0.919	0.627	7.74539280187909e-42	B/P	MARCKS
EGR31	1.28842680199272e-44	0.295298699551334	0.552	0.812	2.57685360398545e-41	B/P	EGR3
CLMN1	5.11689192480712e-43	0.268025345346216	0.739	0.677	1.02337838496142e-39	B/P	CLMN
RRBP11	1.72096515100275e-42	0.616111447653146	0.986	0.76	3.44193030200549e-39	B/P	RRBP1
HERPUD11	2.64819066096489e-42	1.00564293431622	0.969	0.869	5.29638132192977e-39	B/P	HERPUD1
ADD31	2.90826497807278e-42	0.424029830373845	0.941	0.621	5.81652995614556e-39	B/P	ADD3
HDAC91	2.92422986155896e-42	0.475816020114424	0.936	0.659	5.84845972311791e-39	B/P	HDAC9
HIVEP1	4.77438791456697e-42	0.69407015891117	0.832	0.792	9.54877582913394e-39	B/P	HIVEP1
MAP3K1	3.03777988216901e-41	0.674444028327554	0.924	0.81	6.07555976433803e-38	B/P	MAP3K1
TNS31	4.6353139654333e-40	0.250956650533734	0.98	0.761	9.2706279308666e-37	B/P	TNS3
HLA-DQA11	1.57115812939797e-39	0.942450660606274	0.922	0.725	3.14231625879594e-36	B/P	HLA-DQA1
CDC42EP3	9.70308914435909e-39	0.744736242374054	0.947	0.727	1.94061782887182e-35	B/P	CDC42EP3
CD522	8.65940300498129e-38	1.1329966360859	0.933	0.936	1.73188060099626e-34	B/P	CD52
HLA-DPA11	2.40552637430119e-37	0.520143855350445	0.98	0.804	4.81105274860237e-34	B/P	HLA-DPA1
PPM1K1	6.0219108780906e-37	0.648967245203453	0.88	0.719	1.20438217561812e-33	B/P	PPM1K
RAB11FIP11	1.25374220026747e-36	0.901791679994284	0.969	0.873	2.50748440053495e-33	B/P	RAB11FIP1
SYK1	1.13150670405977e-35	0.377152091046846	0.91	0.66	2.26301340811955e-32	B/P	SYK
ID31	3.55397121001981e-35	0.808587076713753	0.961	0.889	7.10794242003962e-32	B/P	ID3
GRK31	6.90067078605876e-35	0.303291170451533	0.916	0.622	1.38013415721175e-31	B/P	GRK3
MICAL3	1.22034655291553e-34	0.400140831837014	0.796	0.548	2.44069310583107e-31	B/P	MICAL3
HLA-DRB11	1.29774806875876e-33	0.585884114693033	0.966	0.786	2.59549613751752e-30	B/P	HLA-DRB1
ITM2C	1.65758079718722e-33	0.475123584093336	0.952	0.724	3.31516159437444e-30	B/P	ITM2C
GPR160	2.96065913252952e-33	0.251970417953266	0.667	0.744	5.92131826505904e-30	B/P	GPR160
RPL81	2.23876032751096e-32	0.737902817608981	0.997	0.982	4.47752065502193e-29	B/P	RPL8
LAPTM51	6.09812007702486e-32	0.978596791436256	0.978	0.861	1.21962401540497e-28	B/P	LAPTM5
PEG101	2.88104804195286e-31	0.354526074524155	0.734	0.509	5.76209608390573e-28	B/P	PEG10
FCMR	2.01409114640809e-30	0.309144495933909	0.493	0.652	4.02818229281618e-27	B/P	FCMR
AL121944.1	3.9902005216598e-30	0.420155765420988	0.599	0.637	7.98040104331959e-27	B/P	AL121944.1
DNAAF1	8.72698163918119e-30	0.376038582891564	0.812	0.545	1.74539632783624e-26	B/P	DNAAF1
PARP14	3.16701311677001e-29	0.884650764328595	0.899	0.862	6.33402623354003e-26	B/P	PARP14
UGCG	4.73105748722437e-29	0.48797723784363	0.916	0.703	9.46211497444875e-26	B/P	UGCG
IFNGR21	7.22212029734033e-29	0.407810101555991	0.874	0.632	1.44442405946807e-25	B/P	IFNGR2
PDK1	8.51750853049839e-29	0.335735160856922	0.849	0.628	1.70350170609968e-25	B/P	PDK1
TRIM38	1.33824304485638e-28	0.5918834522564	0.877	0.62	2.67648608971275e-25	B/P	TRIM38
SLAMF71	1.78363216625404e-28	0.48222297312466	0.924	0.799	3.56726433250809e-25	B/P	SLAMF7
PIM3	1.89059257204644e-28	0.718579303732604	0.908	0.739	3.78118514409288e-25	B/P	PIM3
IL61	5.43608728246636e-28	0.32917133683793	0.801	0.535	1.08721745649327e-24	B/P	IL6
STRBP	1.10000223742252e-27	0.333429413684089	0.821	0.549	2.20000447484503e-24	B/P	STRBP
CKAP2	1.34225864100623e-27	0.355956631565641	0.98	0.821	2.68451728201245e-24	B/P	CKAP2
RPS82	2.23238542831804e-27	0.585200608490067	1	0.995	4.46477085663608e-24	B/P	RPS8
GPR1832	9.27389556266384e-27	0.758487516164832	0.885	0.976	1.85477911253277e-23	B/P	GPR183
PELI11	3.03914228132105e-26	0.62837348317159	0.866	0.732	6.07828456264209e-23	B/P	PELI1
ATP2B11	4.94238536588547e-26	0.870350041255348	0.989	0.89	9.88477073177094e-23	B/P	ATP2B1
ZBTB10	6.3734979500945e-26	0.250417328907369	0.627	0.781	1.2746995900189e-22	B/P	ZBTB10
RPL18A1	1.61459644681593e-25	0.580643151245785	1	0.985	3.22919289363185e-22	B/P	RPL18A
TRAF4	5.34560279941436e-25	0.490159685959776	0.787	0.713	1.06912055988287e-21	B/P	TRAF4
IRF81	1.57630513811524e-23	0.694014406877303	0.734	0.574	3.15261027623048e-20	B/P	IRF8
KIAA00401	3.01487405976863e-23	0.356438777656412	0.913	0.71	6.02974811953726e-20	B/P	KIAA0040
MYC1	6.04385698139713e-23	0.318458467826484	0.58	0.645	1.20877139627943e-19	B/P	MYC
BCL2A11	1.55390518585498e-22	0.513701759295851	0.961	0.789	3.10781037170995e-19	B/P	BCL2A1
STK17A1	2.34077328395067e-22	0.508981585619156	0.922	0.7	4.68154656790135e-19	B/P	STK17A
RPL36	4.46079123070917e-22	0.574100989941883	0.997	0.985	8.92158246141834e-19	B/P	RPL36
SSR4	5.12977190840205e-22	1.3586819892515	0.849	0.898	1.02595438168041e-18	B/P	SSR4
ST6GAL11	5.16796125202647e-22	0.44414747011181	0.672	0.707	1.03359225040529e-18	B/P	ST6GAL1
RPS211	5.26367219901907e-22	0.532215080842044	0.989	0.973	1.05273443980381e-18	B/P	RPS21
CLINT1	1.18156236515624e-21	0.316855612594465	0.975	0.801	2.36312473031247e-18	B/P	CLINT1
HLA-DRB51	2.09975864871183e-21	0.40473012850967	0.958	0.905	4.19951729742366e-18	B/P	HLA-DRB5
LMAN1	3.12214173001278e-21	0.288978333657786	0.947	0.744	6.24428346002556e-18	B/P	LMAN1
RPL131	4.43978881970446e-21	0.418851280776029	1	0.994	8.87957763940892e-18	B/P	RPL13
DAAM1	5.19208035846526e-21	0.456420172433098	0.902	0.757	1.03841607169305e-17	B/P	DAAM1
EEF1B21	7.69326007277654e-21	0.506483456327901	0.994	0.979	1.53865201455531e-17	B/P	EEF1B2
IKZF31	9.87990041518801e-21	0.390666640211413	0.95	0.763	1.9759800830376e-17	B/P	IKZF3
AFTPH	5.07250187036102e-20	0.508991590969301	0.877	0.731	1.0145003740722e-16	B/P	AFTPH
FAM107B1	2.66509042480026e-19	0.892484556280504	0.955	0.904	5.33018084960051e-16	B/P	FAM107B
C12orf45	3.83333577316338e-19	0.352337773215891	0.896	0.728	7.66667154632676e-16	B/P	C12orf45
RELB	1.93918934607904e-18	0.375512432423767	0.796	0.638	3.87837869215808e-15	B/P	RELB
SCIMP1	2.49704100513688e-18	0.358571745173973	0.51	0.492	4.99408201027376e-15	B/P	SCIMP
RPS181	5.65672877060981e-18	0.404020348410014	1	0.989	1.13134575412196e-14	B/P	RPS18
RPS52	1.24753198845857e-17	0.44070718041801	0.986	0.988	2.49506397691713e-14	B/P	RPS5
GSTP12	5.3288163704789e-17	0.505910111637417	0.986	0.87	1.06576327409578e-13	B/P	GSTP1
RPL411	1.01816722312666e-16	0.406310599728388	0.997	0.996	2.03633444625332e-13	B/P	RPL41
SMAP2	2.14114006457672e-16	0.587506579866317	0.916	0.895	4.28228012915344e-13	B/P	SMAP2
RPL7A	1.09735877527251e-15	0.358493365060243	0.997	0.987	2.19471755054503e-12	B/P	RPL7A
PHACTR11	1.22520551751241e-15	0.51145911471628	0.756	0.609	2.45041103502481e-12	B/P	PHACTR1
CHD7	2.23859741934489e-15	0.285899949983399	0.734	0.732	4.47719483868979e-12	B/P	CHD7
RCSD1	3.18482932039057e-15	0.522903536887018	0.877	0.742	6.36965864078113e-12	B/P	RCSD1
LYPLA1	5.10900707185478e-15	0.284981046726707	0.868	0.687	1.02180141437096e-11	B/P	LYPLA1
RPL10A2	7.11800730223829e-15	0.472781779018488	0.992	0.976	1.42360146044766e-11	B/P	RPL10A
HINT1	1.43321917227076e-14	0.304567184270637	0.866	0.929	2.86643834454152e-11	B/P	HINT1
HSP90B11	1.75406037401445e-14	0.652049584820143	0.854	0.949	3.50812074802889e-11	B/P	HSP90B1
GCC2	1.86728717106003e-14	0.552880402531721	0.964	0.847	3.73457434212006e-11	B/P	GCC2
ANKRD44	5.83311679914554e-13	0.301549600027488	0.919	0.761	1.16662335982911e-09	B/P	ANKRD44
PRKCB	8.96113500390626e-13	0.505969889429113	0.731	0.726	1.79222700078125e-09	B/P	PRKCB
RHOH1	2.96169705397678e-12	0.308118155179669	0.936	0.854	5.92339410795356e-09	B/P	RHOH
RPL32	3.56842532132141e-12	0.306965814209306	0.997	0.986	7.13685064264283e-09	B/P	RPL3
ETV61	3.5869679163667e-12	0.252735226367837	0.908	0.765	7.17393583273339e-09	B/P	ETV6
RPS191	5.32838516851074e-12	0.409369841143554	1	0.988	1.06567703370215e-08	B/P	RPS19
RPS281	8.16459477494076e-12	0.325866029056279	0.994	0.984	1.63291895498815e-08	B/P	RPS28
UFC1	1.08932107064818e-11	0.37392988535898	0.916	0.773	2.17864214129636e-08	B/P	UFC1
RPL391	1.15179165517785e-11	0.375004135800211	0.994	0.987	2.30358331035571e-08	B/P	RPL39
CD831	1.33193140803681e-11	0.270359999408642	0.885	0.873	2.66386281607363e-08	B/P	CD83
CMTM7	2.07123382822621e-11	0.368801735076851	0.877	0.737	4.14246765645243e-08	B/P	CMTM7
SPTBN11	5.25797423981673e-11	0.350694503308896	0.891	0.801	1.05159484796335e-07	B/P	SPTBN1
PDIA6	6.38036178261817e-11	0.451110918759113	0.955	0.84	1.27607235652363e-07	B/P	PDIA6
ODC1	1.84963219360657e-10	0.260848823153236	0.812	0.892	3.69926438721314e-07	B/P	ODC1
UBALD2	3.65910759064647e-10	0.516444079689815	0.714	0.697	7.31821518129294e-07	B/P	UBALD2
RPL291	2.9107893702976e-09	0.288883777719958	0.992	0.992	5.8215787405952e-06	B/P	RPL29
SET1	3.97228811384197e-09	0.588835227435681	0.964	0.902	7.94457622768393e-06	B/P	SET
MIS18BP1	6.51518125899945e-09	0.308122091041896	0.849	0.704	1.30303625179989e-05	B/P	MIS18BP1
TSPAN32	8.03470696047476e-09	0.27888461201557	0.72	0.575	1.60694139209495e-05	B/P	TSPAN3
PDE4B	1.0064108050199e-07	0.289805147839553	0.986	0.94	0.000201282161003979	B/P	PDE4B
RPL51	1.22044445505989e-07	0.309017273821834	0.997	0.992	0.000244088891011978	B/P	RPL5
RPS141	1.76739344911763e-07	0.252330113262661	1	0.999	0.000353478689823526	B/P	RPS14
RPS32	2.06570725612096e-07	0.285492253428197	1	0.996	0.000413141451224192	B/P	RPS3
RACK1	2.38841198090176e-07	0.368009490594017	0.989	0.986	0.000477682396180351	B/P	RACK1
RPS9	2.53561887538469e-07	0.276081276366397	0.989	0.982	0.000507123775076938	B/P	RPS9
APBB1IP1	3.50188484435449e-07	0.316114445858051	0.966	0.895	0.000700376968870898	B/P	APBB1IP
BCL10	5.78195981507503e-07	0.348012660227882	0.759	0.677	0.00115639196301501	B/P	BCL10
CDC42SE22	1.3447506175705e-06	0.368584749703638	0.975	0.919	0.002689501235141	B/P	CDC42SE2
RNASET21	1.77483009278733e-06	0.402539655160512	0.91	0.878	0.00354966018557467	B/P	RNASET2
XBP11	1.89022810851633e-06	0.329083901901473	0.843	0.722	0.00378045621703267	B/P	XBP1
CEBPG	2.92320352842626e-06	0.258900335538076	0.711	0.597	0.00584640705685252	B/P	CEBPG
EVI2B1	1.23650044873851e-05	0.286670286286934	0.874	0.88	0.0247300089747702	B/P	EVI2B
HBA21	2.52287031353621e-05	0.446580438217447	0.361	0.477	0.0504574062707242	B/P	HBA2
TAGAP1	3.52800979716994e-05	0.417402353825134	0.882	0.861	0.0705601959433988	B/P	TAGAP
DDX21	4.29930746413543e-05	0.326533148375155	0.882	0.906	0.0859861492827086	B/P	DDX21
SNHG71	4.55567511187976e-05	0.346066436963815	0.72	0.657	0.0911135022375952	B/P	SNHG7
UCP21	0.000170398803217981	0.290108358656432	0.908	0.841	0.340797606435963	B/P	UCP2
TAF1D	0.000175251054711703	0.295037818904166	0.824	0.844	0.350502109423406	B/P	TAF1D
ARPC5L	0.000321304477157338	0.342020153627437	0.796	0.723	0.642608954314677	B/P	ARPC5L
TXNIP1	0.000436397391050914	0.312134516946281	0.919	0.906	0.872794782101828	B/P	TXNIP
RCN2	0.00208058183415706	0.364480615271582	0.796	0.753	1	B/P	RCN2
